Brand,Product Name,Current Price,Original Price,Discount (%),Rating,Reviews,Breadcrumbs,Product URL
Lakme,Lipstick Red Marsala CR10,225,375,40,4.2,81.5k,Home / Personal Care / Lipstick / Lakme,https://www.myntra.com/lipstick/lakme/lakme-forever-matte-long-lasting-lipstick-with-french-rose-oil-ext-45g---red-marsala-cr10/15506298/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each---3-10-/40905613/buy
Colors Queen,Set Of 2 Color Stay Lipsticks,230,598,62,4.2,1.6k,Home / Personal Care / Lipstick / Colors Queen,https://www.myntra.com/lipstick/colors+queen/colors-queen-set-of-2-color-stay-non-transfer-matte-lipstick-21g---on-mode--rose-sunday/32513342/buy
Mamaearth,Creamy Matte Cranberry Crush,335,399,16,4.2,17.3k,Home / Personal Care / Lipstick / Mamaearth,https://www.myntra.com/lipstick/mamaearth/mamaearth-creamy-matte-long-stay-lipstick-with-murumuru-butter---42g---cranberry-crush/28546544/buy
MARS,Set of 3 Matte Lipsticks Box,348,447,22,4.4,29.5k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-set-of-3-matte-lipsticks-box---reds-and-maroons-01/17723142/buy
LOVE EARTH,Set Of 3 Liquid Lipstick,249,714,65,4.4,2.6k,Home / Personal Care / Lipstick / LOVE EARTH,https://www.myntra.com/lipstick/love+earth/love-earth-set-of-3-liquid-lipstick-2ml---deeps/33267423/buy
MARS,3 Pcs Queen of Mattes Lipstick,459,499,8,4.6,3.5k,Home / Personal Care / Lipstick / MARS,https://www.myntra.com/lipstick/mars/mars-set-of-3-queen-of-mattes-long-lasting-liquid-lipstick-135ml---browns/32283634/buy
One Wish,Creamy Matte Lipstick - 04,200,299,33,3.8,803,Home / Personal Care / Lipstick / One Wish,https://www.myntra.com/lipstick/one+wish/one-wish-creamy-matte-lipstick-with-shea-butter---38-g---plum-lush-04/36425098/buy
Pilgrim,Matte Me Up Liquid Lipstick 06,347,495,30,4.4,8.6k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-matte-me-up-long-lasting-liquid-matte-lipstick---9g---mauve-desire-06/25823524/buy
Pilgrim,Liquid Matte Lipstick- 3ml,346,495,30,4.4,8.6k,Home / Personal Care / Lipstick / Pilgrim,https://www.myntra.com/lipstick/pilgrim/pilgrim-matte-me-up-liquid-long-lasting--non-drying-lipstick---3-ml---pink-cuff--23/31312246/buy
Just Herbs,Ayurvedic Lipstick Trial Kit,436,575,24,3.9,14.9k,Home / Personal Care / Lipstick / Just Herbs,https://www.myntra.com/lipstick/just+herbs/just-herbs-ayurvedic-matte-lipstick-micro-mini-trial-kit-set-of-16---7g/13391204/buy
EOD,2-Pcs Liquid Lipstick - 3ml,182,650,72,,,Home / Personal Care / Lipstick / EOD,https://www.myntra.com/lipstick/eod/eod-set-of-2-transfer-proof-long-lasting-matte-finish-liquid-lipstick---3ml-each--9-15-/40905653/buy
